"manip"	"postatt1"	"preatt1"	"biology"	"notbiology"	"lib3ptC"	"ageB"	"male"	"hisp"	"black"	"educ"	"religosity"	"biolib3ptC"	"notbiolib3ptC"	"pgenetint"	"pgaymar"	"postgaymar"	"pgaycu"	"postgaycu"	"pgayadopt"	"postgayadopt"	"preright3"	"postright3"	"pgayimmoral"	"postgayimmoral"	"pgayaccept"	"postgayaccept"	"pgaychild"	"postgaychild"	"premoral"	"postmoral"	"pgaytherm"	"postgaytherm"	"pstrtherm"	"poststrtherm"	"prehomhetdif"	"posthomhetdif"	"knowgay"	"prot"	"cath"	"bornagain"
"93"	1	0.5	0.5	1	0	0	0.605633802816901	1	0	0	0.75	0.6	0	0	0.333333333333333	0.6	0.6	0.8	0.8	0.2	0.4	0.533333361148834	0.600000023841858	0	0	0.4	0.6	0.333333333333333	0.333333333333333	0.200000002980232	0.300000011920929	0.5	0.5	0.5	0.5	0	0	1	0	0	1
"94"	1	0.5	1	0	0	0	0.394366197183099	1	0	0	0.75	0	0	0	0.333333333333333	0.8	0.8	0.8	0.8	0.8	0.8	0.800000011920929	0.800000011920929	0.8	1	0.8	0.8	0.666666666666667	1	0.800000011920929	0.899999976158142	0.5	0.8	0.5	0.7	0	0.100000001490116	1	0	0	0
"95"	1	0.75	0.75	0	1	0	0.633802816901408	0	1	0	0.5	0.4	0	0	0.333333333333333	0.6	0.6	0.6	0.6	0.4	0.4	0.533333361148834	0.533333361148834	0.4	0.4	0.6	0.6	0.666666666666667	0.666666666666667	0.5	0.5	0.8	0.85	0.95	0.99	-0.150000005960464	-0.140000000596046	1	0	0	1
"96"	1	1	1	1	0	0	0.126760563380282	1	0	0	1	0.2	0	0	1	1	1	1	1	1	1	1	1	0.8	0.8	1	1	1	1	0.899999976158142	0.899999976158142	0.5	0.5	0.5	0.5	0	0	1	0	1	0
"97"	1	1	1	0	0	0	0.704225352112676	1	0	0	1	0.4	0	0	0.333333333333333	0.8	0.8	0.4	0.8	0.8	0.8	0.666666686534882	0.800000011920929	1	1	1	1	1	1	1	1	0.7	0.9	0.75	0.9	-0.0500000007450581	0	1	0	0	0
"98"	1	0.5	0.5	1	0	0	0.647887323943662	0	1	0	0.75	0.8	0	0	0	0.8	0.8	0.8	0.8	0.8	0.8	0.800000011920929	0.800000011920929	0.6	0.6	0.8	0.8	1	1	0.699999988079071	0.699999988079071	1	1	1	1	0	0	1	0	0	1
"99"	1	0	0.25	0	1	0	0.647887323943662	0	0	0	0.75	0.8	0	0	0.333333333333333	0.2	0.2	0.2	0.2	0.2	0.2	0.200000002980232	0.200000002980232	0.2	0.2	0.2	0.2	NA	0.333333333333333	0.200000002980232	0.200000002980232	0.5	0.5	0.5	0.5	0	0	1	0	0	1
"100"	1	0.25	0.25	0	1	-0.5	0.577464788732394	0	0	0	0.5	0.2	0	-0.5	1	0.6	0.4	0.6	0.6	0.6	0.4	0.600000023841858	0.466666668653488	0.4	0.4	0.6	0.6	0.666666666666667	0.666666666666667	0.5	0.5	0.5	0.7	0.5	0.9	0	-0.200000002980232	0	0	0	1
"101"	0	0.5	NA	1	0	0	0.0563380281690141	0	0	0	0.75	0.8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	0.8	NA	NA	NA	0.800000011920929	0.5	0.5	0.5	0.5	0	0	NA	1	0	NA
"102"	0	0.5	0.75	0	1	0	0.647887323943662	1	1	0	0.5	0.2	0	0	0.333333333333333	0.6	0.6	0.6	0.8	0.6	0.6	0.600000023841858	0.666666686534882	0.4	0.4	0.6	0.8	0.666666666666667	0.666666666666667	0.5	0.600000023841858	0.5	0.5	1	0.5	-0.5	0	1	0	0	0
"103"	1	NA	0.25	0	0	NA	0.0422535211267606	1	0	0	0.25	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	NA
"104"	1	0.75	0.75	1	0	-0.5	0.704225352112676	1	0	0	1	0.8	-0.5	0	1	0.8	0.8	1	1	1	1	0.933333337306976	0.933333337306976	1	0.8	1	0.8	1	1	1	0.800000011920929	0.5	0.5	0.7	0.5	-0.200000002980232	0	1	1	0	1
"105"	1	0.75	0.75	0	1	0.5	0.323943661971831	1	0	1	0.5	0	0	0.5	0.333333333333333	1	NA	1	NA	0.8	0.8	0.933333337306976	NA	1	1	1	1	1	1	1	1	0.8	0.6	0.8	0.4	0	0.200000002980232	1	0	1	0
"106"	1	1	0.75	0	0	0	0.619718309859155	0	0	0	1	0.6	0	0	0.333333333333333	0.8	0.6	0.8	1	0.8	0.6	0.800000011920929	0.733333349227905	0.8	0.8	0.8	0.8	0.666666666666667	0.666666666666667	0.800000011920929	0.800000011920929	0.9	0.9	0.9	0.9	0	0	1	0	1	0
"107"	1	0	0.5	0	1	-0.5	0.76056338028169	1	0	0	0	0	0	-0.5	0.333333333333333	0	0	0	0.2	0	0.2	0	0.133333340287209	0	0	0.2	0.2	0	0.333333333333333	0.100000001490116	0.100000001490116	0.3	0.2	0.95	1	-0.649999976158142	-0.800000011920929	0	0	0	0
"108"	1	1	1	0	1	-0.5	0.605633802816901	1	0	0	0.5	0.2	0	-0.5	1	0.2	0.2	0.8	0.8	0.2	0.2	0.400000005960464	0.400000005960464	0.6	0.6	0.8	0.6	0.666666666666667	0.333333333333333	0.699999988079071	0.600000023841858	0.5	0.5	1	1	-0.5	-0.5	1	0	1	0
"109"	1	1	1	0	0	0.5	0.126760563380282	1	0	1	0.5	0.8	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8	0.7	0.8	0.300000011920929	0	1	0	1	0
"110"	1	0.75	0.75	1	0	0	0.71830985915493	0	0	0	0.5	0.2	0	0	0	0.4	0.4	1	1	0.4	0.2	0.600000023841858	0.533333361148834	0.8	0.6	0.8	0.8	1	0.666666666666667	0.800000011920929	0.699999988079071	0.7	0.5	0.7	0.5	0	0	1	1	0	1
"111"	1	0.75	1	1	0	0	0.0140845070422535	1	1	0	0.5	0	0	0	0.666666666666667	1	0.8	1	1	1	1	1	0.933333337306976	1	1	0.8	0.8	1	0.666666666666667	0.899999976158142	0.899999976158142	0.5	0.5	0.7	0.5	-0.200000002980232	0	1	0	0	0
"112"	1	1	0.75	0	0	0	0.492957746478873	0	0	0	0.25	0	0	0	1	0.8	1	0.8	1	0.8	1	0.800000011920929	1	0.8	1	0.8	1	1	1	0.800000011920929	1	0.5	1	0.5	1	0	0	1	0	0	0
"113"	1	0	0.5	0	1	0	0.605633802816901	1	1	0	0.25	0.2	0	0	0.666666666666667	0.4	0.6	0.4	0.6	0.4	0.4	0.400000005960464	0.533333361148834	0.6	0.6	0.8	0.8	0.666666666666667	0.666666666666667	0.699999988079071	0.699999988079071	0.7	0.75	1	1	-0.300000011920929	-0.25	0	1	0	0
"114"	1	0.75	0.75	0	0	0.5	0.633802816901408	0	0	0	0.75	0.2	0	0	0.333333333333333	0.8	0.6	0.8	0.8	0.8	0.8	0.800000011920929	0.733333349227905	0.8	0.8	1	0.8	0.333333333333333	0.333333333333333	0.899999976158142	0.800000011920929	0.5	0.5	0.9	0.8	-0.400000005960464	-0.300000011920929	1	0	1	0
"115"	1	0.25	0.75	0	1	-0.5	0.535211267605634	0	0	0	0.75	0	0	-0.5	0.666666666666667	0.8	0.6	1	1	0.8	1	0.866666674613953	0.866666674613953	0.4	NA	0.8	0.6	0.666666666666667	0.666666666666667	0.600000023841858	NA	0.5	0.5	0.5	0.5	0	0	1	0	1	0
"116"	1	0.75	1	0	0	0.5	0.309859154929577	1	0	0	0.25	0.2	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
"117"	1	1	0.75	0	0	0	0.366197183098592	1	0	1	0.25	0.4	0	0	0	0.6	0.2	0.6	0.2	0.8	0	0.666666686534882	0.133333340287209	0	0	0.6	0.2	0.666666666666667	0.666666666666667	0.300000011920929	0.100000001490116	0.4	0.2	1	1	-0.600000023841858	-0.800000011920929	1	0	0	0
"118"	1	0.25	0.5	0	1	-0.5	0.0985915492957746	1	0	1	0.25	0.8	0	-0.5	0.333333333333333	0	0	0.6	1	0	0	0.200000002980232	0.333333343267441	0.4	0	0.6	0.6	1	1	0.5	0.300000011920929	0.6	0.8	0.85	0.6	-0.25	0.200000002980232	1	0	1	0
"119"	0	0	0	1	0	0	0.507042253521127	1	0	1	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0.6	0.8	0.666666666666667	0.666666666666667	0.400000005960464	0.400000005960464	0.4	0.6	0.6	0.75	-0.200000002980232	-0.150000005960464	0	0	0	0
"120"	1	0.5	0.75	0	1	0	0.507042253521127	0	0	0	1	0.2	0	0	0.333333333333333	0.8	0.6	0.8	0.6	0.6	0.6	0.733333349227905	0.600000023841858	0.6	0.6	0.8	0.6	0.666666666666667	0.666666666666667	0.699999988079071	0.600000023841858	0.7	0.5	0.8	0.5	-0.100000001490116	0	1	1	0	0
"121"	1	0.25	0.25	1	0	0	0.52112676056338	1	0	0	0	0.4	0	0	0.666666666666667	0.2	0	0.2	0	0.2	0	0.200000002980232	0	0.2	0	0.2	0.2	0.333333333333333	0	0.200000002980232	0.100000001490116	0.4	0.5	1	1	-0.600000023841858	-0.5	1	0	0	1
"122"	1	0.25	0	0	0	-0.5	0.535211267605634	0	1	0	0.75	0.8	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	1	1	-0.800000011920929	-1	1	0	0	1
"123"	1	0.75	0.75	1	0	0	0.394366197183099	0	0	0	0.5	0	0	0	0	0.8	1	0.8	1	0.8	1	0.800000011920929	1	0.8	1	0.8	1	0.666666666666667	0.666666666666667	0.800000011920929	1	0.5	0.5	0.5	0.5	0	0	1	0	1	0
"124"	1	1	NA	1	0	-0.5	0.436619718309859	0	0	0	0.25	0.2	-0.5	0	0.666666666666667	0.8	0.8	0.8	0.8	0.8	0.8	0.800000011920929	0.800000011920929	0.8	0.8	0.8	0.8	1	1	0.800000011920929	0.800000011920929	0.5	0.5	0.5	0.5	0	0	1	0	1	0
"125"	1	0	0	0	1	-0.5	0.0845070422535211	0	0	0	0.25	1	0	-0.5	0.666666666666667	0	0	0	0.2	0	0	0	0.0666666701436043	NA	0	0.2	0	0	0	NA	0	0	0.1	1	0.9	-1	-0.800000011920929	1	0	0	1
"126"	1	1	1	0	0	0	0.591549295774648	0	0	0	1	0	0	0	1	0.8	0.8	0.8	0.8	0.8	0.8	0.800000011920929	0.800000011920929	0.8	0.8	0.8	0.8	1	1	0.800000011920929	0.800000011920929	1	0.5	1	0.5	0	0	1	0	0	0
"127"	1	0.5	0	1	0	0	0.71830985915493	1	0	0	0.25	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.5	0.5	0.5	0.5	0	0	1	0	0	0
"128"	1	0	0	0	0	0	0.633802816901408	0	0	0	0.5	1	0	0	0.333333333333333	0	0.2	0	0	0.2	0.2	0.0666666701436043	0.133333340287209	0.2	0	0.2	0.2	0.333333333333333	0.333333333333333	0.200000002980232	0.100000001490116	0.1	0	0.1	0.1	0	-0.100000001490116	1	0	0	1
"129"	1	0.75	0.75	1	0	0	0.619718309859155	1	1	0	1	0.6	0	0	0	0.6	0.8	0.8	0.8	0	0	0.466666668653488	0.533333361148834	0.2	0.2	0.6	0.8	0.666666666666667	0.666666666666667	0.400000005960464	0.5	0.5	0.5	0.5	0.5	0	0	0	1	0	0
"130"	1	1	0.5	1	0	0	0.690140845070423	1	0	0	0.25	0.2	0	0	1	0.4	0.6	0.4	0.6	0.4	0.6	0.400000005960464	0.600000023841858	0.4	0.6	0.4	0.6	0.333333333333333	0.666666666666667	0.400000005960464	0.600000023841858	0.5	0.5	0.5	0.8	0	-0.300000011920929	0	1	0	0
"131"	1	0.25	0.5	0	1	0	0.690140845070423	0	0	0	1	0	0	0	0.333333333333333	0.8	0.6	1	1	0.8	0.6	0.866666674613953	0.733333349227905	0.8	1	0.8	0	0.666666666666667	1	0.800000011920929	0.5	0.7	0.5	0.8	0.5	-0.100000001490116	0	1	0	0	0
"132"	1	0.5	0.5	0	0	-0.5	0.802816901408451	1	0	0	0.75	0.8	0	0	0.666666666666667	0	0.6	0.4	0.8	1	0.8	0.466666668653488	0.733333349227905	0.2	0.2	0.8	0.8	1	1	0.5	0.5	0.8	0.5	0.9	0.6	-0.100000001490116	-0.100000001490116	0	0	1	0
"133"	1	0.25	0.25	1	0	0.5	0.549295774647887	1	0	1	0.5	0.8	0.5	0	0.666666666666667	0.8	0.6	1	1	0.8	1	0.866666674613953	0.866666674613953	0.6	0.2	0.8	0.8	0.333333333333333	0.666666666666667	0.699999988079071	0.5	0.5	0.5	0.5	0.5	0	0	1	0	1	0
"134"	1	1	1	1	0	0.5	0.47887323943662	0	0	0	1	0.2	0.5	0	0.333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0
"135"	1	0.75	1	1	0	0	0.563380281690141	0	0	0	0.5	0.4	0	0	0.333333333333333	0.8	0.8	1	0.8	NA	1	NA	0.866666674613953	1	1	1	1	0.333333333333333	0.666666666666667	1	1	0.9	0.9	0.9	0.9	0	0	1	0	1	0
"136"	0	1	1	1	0	0	0.23943661971831	0	0	0	0.75	1	0	0	0.333333333333333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.8	1	0.7	1	0.100000001490116	0	1	1	0	0
"137"	1	0.75	0.75	0	1	0	0.436619718309859	0	0	0	0.5	0.4	0	0	1	0.8	0.6	0.8	0.6	0.8	0.6	0.800000011920929	0.600000023841858	0.8	0.6	0.8	0.8	0.666666666666667	0.666666666666667	0.800000011920929	0.699999988079071	0.5	0.5	0.75	0.8	-0.25	-0.300000011920929	0	0	1	0
"138"	1	0.5	0.5	1	0	0	0.309859154929577	1	0	0	0.5	0.2	0	0	0.333333333333333	1	1	1	1	1	1	1	1	0.6	0	0.8	1	1	1	0.699999988079071	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	1
"139"	1	0.75	0.75	0	0	0.5	0.126760563380282	1	0	0	0.75	0	0	0	0.333333333333333	1	1	0.4	0.6	1	1	0.800000011920929	0.866666674613953	1	1	1	1	1	1	1	1	0.9	0.75	0.7	0.5	0.200000002980232	0.25	1	0	0	0
"140"	1	1	1	0	1	-0.5	0.71830985915493	1	0	0	0.5	0.8	0	-0.5	0.666666666666667	0	0.2	0.8	1	0.6	0.8	0.466666668653488	0.666666686534882	0.2	0.2	0.8	0.8	0.333333333333333	0.666666666666667	0.5	0.5	0	1	1	1	-1	0	1	1	0	1
"141"	1	0.75	1	0	0	0	0.605633802816901	0	0	0	0.25	0.6	0	0	0	0.8	0.8	0.8	0.8	0	0.2	0.533333361148834	0.600000023841858	0.2	0.4	0.6	0.8	0.333333333333333	0.333333333333333	0.400000005960464	0.600000023841858	0.5	0.8	1	1	-0.5	-0.200000002980232	1	1	0	0
"142"	1	1	1	1	0	0.5	0.676056338028169	1	0	0	0	0.2	0.5	0	1	0	0.6	0	0	0.8	0.6	0.266666680574417	0.400000005960464	1	1	1	1	0.333333333333333	0.666666666666667	1	1	0.5	0.7	0.5	0.7	0	0	0	0	0	0
"143"	0	0.5	0.25	1	0	0	0.802816901408451	1	0	0	0.75	0.8	0	0	0.666666666666667	0	0	0.2	0	0	0.2	0.0666666701436043	0.0666666701436043	0.2	0	0.4	0.4	0	0	0.300000011920929	0.200000002980232	0.5	0.4	0.5	0.6	0	-0.200000002980232	1	0	1	0
"144"	1	0.75	0.75	0	1	0	0.661971830985915	0	0	0	0.5	0	0	0	0.666666666666667	0.4	0.2	0.8	0.8	0.8	0.8	0.666666686534882	0.600000023841858	0.8	0.8	0.8	1	0.666666666666667	0.666666666666667	0.800000011920929	0.899999976158142	0.5	0.5	0.5	0.5	0	0	1	0	1	0
"145"	0	1	0.75	0	1	-0.5	0.450704225352113	1	1	0	0.25	0	0	-0.5	1	0.8	1	0.8	1	0.8	1	0.800000011920929	1	0.8	1	0.8	1	1	1	0.800000011920929	1	0.5	1	0.5	1	0	0	1	0	0	0
"146"	1	0	0	0	0	0	0.267605633802817	1	0	0	0.25	0.6	0	0	0.666666666666667	0.2	0.2	0.8	0.4	0.6	0.6	0.533333361148834	0.400000005960464	0.2	0.2	0.8	0.8	0.333333333333333	0.333333333333333	0.5	0.5	0.5	0.5	1	0.5	-0.5	0	0	0	1	0
"147"	1	0.75	0.75	0	0	0	0.633802816901408	0	1	0	0.75	0.8	0	0	0.333333333333333	0.2	0	0.8	0.6	0.2	0	0.400000005960464	0.200000002980232	0.4	0.4	0.6	0.4	0.333333333333333	0.333333333333333	0.5	0.400000005960464	0.5	0.5	1	0.5	-0.5	0	1	0	0	1
"148"	1	0	0.25	0	0	-0.5	0.549295774647887	1	0	0	0.75	1	0	0	0.666666666666667	0	0	0.2	0	0	0	0.0666666701436043	0	1	0	0.2	0.2	0	0	0.600000023841858	0.100000001490116	0	0.01	0.99	1	-0.990000009536743	-0.990000009536743	1	0	0	1
"149"	1	0.75	0.75	1	0	0	0.52112676056338	0	1	0	0.75	0.6	0	0	0.333333333333333	0.6	0.8	1	1	0.8	0.8	0.800000011920929	0.866666674613953	0.4	0.8	0.8	0.8	0.333333333333333	0.333333333333333	0.600000023841858	0.800000011920929	0.9	1	0.9	1	0	0	1	0	1	1
"150"	1	0.25	0.25	0	1	-0.5	0.464788732394366	0	0	0	1	1	0	-0.5	0.333333333333333	0	0.2	1	1	0	0.2	0.333333343267441	0.466666668653488	0.8	0.2	0.8	0.8	0.333333333333333	0	0.800000011920929	0.5	1	1	1	1	0	0	1	0	1	0
"151"	1	0.25	0.5	0	1	0	0.746478873239437	0	0	0	0.25	0.8	0	0	0.333333333333333	0.2	0.2	0.4	0.2	0.6	0.2	0.400000005960464	0.200000002980232	0.2	0.2	0.6	0.6	0.333333333333333	0.333333333333333	0.400000005960464	0.400000005960464	0.3	0.4	0.75	0.8	-0.449999988079071	-0.400000005960464	0	0	1	0
"152"	1	0.75	0.75	1	0	0.5	0.563380281690141	0	0	0	1	0	0.5	0	0.333333333333333	1	1	0.8	1	1	1	0.933333337306976	1	1	1	1	1	0.666666666666667	1	1	1	0.6	0.85	0.7	0.9	-0.100000001490116	-0.0500000007450581	1	0	0	0
"153"	1	0.75	0.75	0	0	0	0.746478873239437	1	0	0	1	0.4	0	0	0.666666666666667	1	1	1	0.6	1	1	1	0.866666674613953	1	1	1	1	0.666666666666667	1	1	1	0.95	0.5	0.95	0.5	0	0	1	0	0	0
"154"	1	0.5	0.75	0	0	-0.5	0.901408450704225	0	0	0	0.5	0.8	0	0	1	0	0.2	0.6	0.6	0	0.6	0.200000002980232	0.466666668653488	0.4	NA	0.6	NA	0.666666666666667	NA	0.5	NA	0.5	0.5	1	0.5	-0.5	0	0	1	0	1
"155"	1	1	1	0	0	-0.5	0.422535211267606	1	0	0	0.5	0.2	0	0	1	0.8	0.8	0.8	0.8	0.6	0.8	0.733333349227905	0.800000011920929	0.6	0.6	0.6	0.8	0.666666666666667	0.666666666666667	0.600000023841858	0.699999988079071	0.5	0.8	0.5	0.8	0	0	1	1	0	0
"156"	1	0	0.5	0	1	0	0.661971830985915	0	0	0	0.25	0.8	0	0	0.666666666666667	0.2	0.2	0.2	0.2	0.4	0.6	0.266666680574417	0.333333343267441	0.2	0.2	0.6	0.4	0.666666666666667	0.666666666666667	0.400000005960464	0.300000011920929	0.5	0.6	1	1	-0.5	-0.400000005960464	1	1	0	1
"157"	1	0.5	1	1	0	0.5	0.633802816901408	1	0	1	0.5	0.8	0.5	0	1	0	0.2	0	0.2	0.2	0.2	0.0666666701436043	0.200000002980232	0.2	0.2	0.6	0.2	0.666666666666667	0.666666666666667	0.400000005960464	0.200000002980232	0.5	0.5	1	1	-0.5	-0.5	1	0	1	0
"158"	1	1	0.5	0	0	0	0.52112676056338	0	0	0	0.25	0.4	0	0	0.666666666666667	1	1	1	1	1	1	1	1	0.8	1	1	1	1	1	0.899999976158142	1	1	1	1	1	0	0	1	1	0	0
"159"	1	0.75	0.75	1	0	0	0.549295774647887	0	0	0	0.75	0.4	0	0	0.333333333333333	0.8	0.8	0.8	0.8	0.2	0	0.600000023841858	0.533333361148834	0.8	0.8	0.8	0.8	1	0.666666666666667	0.800000011920929	0.800000011920929	0.6	1	0.75	1	-0.150000005960464	0	1	1	0	0
"160"	1	0.75	0.75	1	0	0	0.915492957746479	1	0	0	0.75	0.4	0	0	0.666666666666667	0.6	0.6	0.8	1	0.8	0.8	0.733333349227905	0.800000011920929	0.8	0.8	0.8	0.8	0.333333333333333	0.666666666666667	0.800000011920929	0.800000011920929	0.5	0.8	0.5	0.9	0	-0.100000001490116	1	1	0	0
"161"	1	0.75	0.75	0	1	0	0.690140845070423	0	0	0	1	0.4	0	0	0	0.8	0.8	1	1	0.8	0.8	0.866666674613953	0.866666674613953	0.8	0.8	0.8	0.8	0.666666666666667	0.666666666666667	0.800000011920929	0.800000011920929	0.4	0.8	0.8	0.9	-0.400000005960464	-0.100000001490116	1	1	0	0
"162"	1	1	1	1	0	0	0.690140845070423	1	0	0	0.5	0.2	0	0	0.666666666666667	0.4	0.4	0.4	0.6	0.6	0.6	0.466666668653488	0.533333361148834	0.4	0.4	0.8	0.6	0.666666666666667	0.333333333333333	0.600000023841858	0.5	0.35	0.3	1	0.9	-0.649999976158142	-0.600000023841858	0	0	1	0
"163"	1	0.5	0.5	0	1	0	0.253521126760563	0	0	1	0.25	0	0	0	0	0.8	1	0.8	1	1	1	0.866666674613953	1	0.4	0.4	1	1	1	1	0.699999988079071	0.699999988079071	0.9	0.8	0.9	0.8	0	0	1	0	0	0
"164"	1	1	1	0	0	0	0.605633802816901	1	0	0	1	0.6	0	0	0.333333333333333	1	1	0.4	0.8	1	1	0.800000011920929	0.933333337306976	1	1	1	1	1	1	1	1	0.5	1	0.5	1	0	0	1	0	0	0
"165"	1	1	1	1	0	-0.5	0.690140845070423	1	0	0	0.5	0.8	-0.5	0	0.666666666666667	0.8	0.8	0.8	0.8	0.8	0.6	0.800000011920929	0.733333349227905	0.8	0.8	0.8	0.8	0.666666666666667	0.666666666666667	0.800000011920929	0.800000011920929	0.5	0.6	0.5	0.9	0	-0.300000011920929	1	0	1	0
"166"	1	0.5	0.5	1	0	0	0.605633802816901	1	1	0	0.5	0.8	0	0	0.333333333333333	0	0	0.6	0.8	0.2	0.2	0.266666680574417	0.333333343267441	0	0	0	0	0.333333333333333	0.666666666666667	0	0	0.6	0.6	1	1	-0.400000005960464	-0.400000005960464	1	0	0	1
"167"	1	1	1	1	0	0	0.394366197183099	0	0	1	0.5	0	0	0	0.666666666666667	0.6	0.4	0.8	0.6	0.8	0.6	0.733333349227905	0.533333361148834	0.6	0.6	0.6	0.6	1	0.666666666666667	0.600000023841858	0.600000023841858	0.9	0.75	0.9	0.85	0	-0.100000001490116	1	0	0	0
"168"	1	0.75	0.5	1	0	0	0.380281690140845	1	0	1	0.25	0.4	0	0	0.666666666666667	0.6	0.8	0.6	0.8	0.6	0.8	0.600000023841858	0.800000011920929	0.4	0.8	0.6	0.8	0.666666666666667	0.666666666666667	0.5	0.800000011920929	0.5	0.7	0.5	1	0	-0.300000011920929	1	0	1	0
"169"	1	0	0	0	0	-0.5	0.591549295774648	1	0	0	0.25	0.8	0	0	0.333333333333333	0	0	0.8	0.6	0.2	0	0.333333343267441	0.200000002980232	0	0	0.2	0.2	0	0	0.100000001490116	0.100000001490116	0.5	0	0.5	0.5	0	-0.5	0	0	0	1
"170"	1	0.25	0.75	0	1	-0.5	0.845070422535211	1	0	0	0.75	0.4	0	-0.5	0.333333333333333	0.2	0	0.8	1	0	0	0.333333343267441	0.333333343267441	0.4	0.4	0.8	0.8	0	0	0.600000023841858	0.600000023841858	0.4	0.5	1	0.5	-0.600000023841858	0	0	1	0	0
"171"	1	0.75	0.75	0	0	0	0.535211267605634	1	0	0	0.5	1	0	0	0	0.8	1	0.8	1	0.6	0.8	0.733333349227905	0.933333337306976	0.4	0.8	0.8	0.8	1	1	0.600000023841858	0.800000011920929	0.5	1	1	1	-0.5	0	1	0	0	1
"172"	1	0.75	0.25	1	0	0	0.028169014084507	0	0	0	0.5	1	0	0	0	0.4	0.4	0.6	0.4	0	0	0.333333343267441	0.266666680574417	0.8	0.6	0.6	0.8	0.666666666666667	0.333333333333333	0.699999988079071	0.699999988079071	0.6	0.5	0.8	0.7	-0.200000002980232	-0.200000002980232	0	0	0	1
"173"	1	0.25	0.25	0	0	-0.5	0.549295774647887	1	0	0	0.75	0.8	0	0	1	0.4	0.4	0.4	0.6	0.2	0.2	0.333333343267441	0.400000005960464	0.4	0.4	0.6	0.8	0.666666666666667	0.333333333333333	0.5	0.600000023841858	0.5	0.5	0.5	0.5	0	0	1	0	0	1
"174"	1	0.75	0.5	1	0	-0.5	0.591549295774648	0	0	1	0.25	0	-0.5	0	0.333333333333333	0	0.8	1	0.8	0	0.2	0.333333343267441	0.600000023841858	0.4	0.6	0.8	0.8	0.666666666666667	0.666666666666667	0.600000023841858	0.699999988079071	0.5	0.75	0.7	0.9	-0.200000002980232	-0.150000005960464	1	0	0	1
"175"	1	0.5	0.5	1	0	0	0.169014084507042	0	0	0	0.75	0.4	0	0	0.333333333333333	0.6	0.6	1	1	0.8	0.6	0.800000011920929	0.733333349227905	0.6	0.6	0.8	0.6	0.333333333333333	0.333333333333333	0.699999988079071	0.600000023841858	0.5	0.5	0.75	0.5	-0.25	0	0	0	1	0
"176"	0	0.5	0.75	1	0	0	0.52112676056338	0	0	0	0	0.4	0	0	0.333333333333333	0	0.2	0	0.8	0	0.4	0	0.466666668653488	0	0.4	0.2	0.4	0.333333333333333	0.666666666666667	0.100000001490116	0.400000005960464	0.4	0.66	0.6	0.44	-0.200000002980232	0.219999998807907	0	0	1	0
"177"	1	0.75	0.75	0	0	0	0.380281690140845	1	0	0	0.25	0	0	0	1	0.6	0.6	0.6	0.6	0.6	0.6	0.600000023841858	0.600000023841858	0.6	0.4	0.6	0.6	1	0.666666666666667	0.600000023841858	0.5	0.5	0.5	0.5	0.5	0	0	0	0	0	0
"178"	1	0	0	0	0	-0.5	0.647887323943662	0	0	0	0.5	0.6	0	0	0.666666666666667	0	0	0.2	0.2	0.4	0.2	0.200000002980232	0.133333340287209	0.2	0.2	0.2	0.4	0.333333333333333	0.333333333333333	0.200000002980232	0.300000011920929	0.5	0.7	0.9	0.7	-0.400000005960464	0	1	0	0	1
"179"	1	0.25	0.25	0	0	-0.5	0.676056338028169	1	0	1	0.5	0.2	0	0	0.666666666666667	0.2	0	0.8	0.6	0.6	0	0.533333361148834	0.200000002980232	0	0	0	0	0	0	0	0	0.2	0.1	0.9	0.7	-0.699999988079071	-0.600000023841858	1	0	1	0
"180"	1	0	0	0	1	-0.5	0.535211267605634	1	0	0	1	0.8	0	-0.5	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.5	0.7	0.5	-0.400000005960464	0	0	1	0	1
"181"	1	0.75	0.75	1	0	0.5	0.295774647887324	0	0	0	1	0.2	0.5	0	0.333333333333333	1	1	0.8	0.8	1	1	0.933333337306976	0.933333337306976	1	1	1	1	1	1	1	1	1	0.9	1	0.9	0	0	1	0	0	0
"182"	1	0.25	0.5	0	1	0	0.47887323943662	1	0	1	0.25	0.8	0	0	0.333333333333333	0	0	0.6	0	0	0	0.200000002980232	0	0.2	0.2	0.4	0.2	0.666666666666667	0	0.300000011920929	0.200000002980232	0.4	0.49	1	1	-0.600000023841858	-0.509999990463257	0	0	1	0
